Pre-alert DateTime UTC,Post-alert DateTime UTC,Alert Duration (seconds),Detected Object Type,Object Location X1 (px),Object Location Y1 (px),Object Location X2 (px),Object Location Y2 (px),Hazard Time Since Start (seconds),Alert Type,Center Area Top-Left X (px),Center Area Top-Left Y (px),Center Area Bottom-Right X (px),Center Area Bottom-Right Y (px)
1714677415.6197922,1714677415.6197922,0.0,sports ball,167,453,397,689,22.241284608840942,Nearness,427,320,853,640
1714677426.4266171,1714677426.4266171,0.0,sports ball,192,427,399,634,33.04810953140259,Nearness,427,320,853,640
1714677426.5006323,1714677426.5006323,0.0,sports ball,192,427,399,634,33.122124671936035,Nearness,427,320,853,640
1714677426.5720868,1714677426.5720868,0.0,sports ball,196,415,403,621,33.19357919692993,Nearness,427,320,853,640
1714677426.636957,1714677426.636957,0.0,sports ball,196,415,403,621,33.25844931602478,Nearness,427,320,853,640
1714677426.71724,1714677426.71724,0.0,sports ball,197,404,407,610,33.33873248100281,Nearness,427,320,853,640
1714677426.7936323,1714677426.7936323,0.0,sports ball,197,404,407,610,33.4151246547699,Nearness,427,320,853,640
1714677426.8627882,1714677426.8627882,0.0,sports ball,201,399,409,605,33.484280586242676,Nearness,427,320,853,640
1714677426.9440796,1714677426.9440796,0.0,sports ball,200,399,409,605,33.565572023391724,Nearness,427,320,853,640
1714677427.0159378,1714677427.0159378,0.0,sports ball,205,395,412,602,33.63743019104004,Nearness,427,320,853,640
1714677427.0882058,1714677427.0882058,0.0,sports ball,205,395,412,603,33.70969820022583,Nearness,427,320,853,640
1714677427.1679657,1714677427.1679657,0.0,sports ball,209,396,414,602,33.78945803642273,Nearness,427,320,853,640
1714677427.2431717,1714677427.2431717,0.0,sports ball,209,396,414,602,33.86466407775879,Nearness,427,320,853,640
1714677427.3147178,1714677427.3147178,0.0,sports ball,212,399,417,606,33.93621015548706,Nearness,427,320,853,640
1714677427.3868327,1714677427.3868327,0.0,sports ball,212,399,417,606,34.00832509994507,Nearness,427,320,853,640
1714677427.5052722,1714677427.5052722,0.0,sports ball,214,407,422,611,34.12676453590393,Nearness,427,320,853,640
1714677427.5733662,1714677427.5733662,0.0,sports ball,214,407,422,611,34.19485855102539,Nearness,427,320,853,640
1714677427.6457386,1714677427.6457386,0.0,sports ball,219,420,423,622,34.26723098754883,Nearness,427,320,853,640
1714677427.7260194,1714677427.7260194,0.0,sports ball,219,420,423,622,34.347511768341064,Nearness,427,320,853,640
1714677427.8039472,1714677427.8039472,0.0,sports ball,224,435,424,637,34.42543959617615,Nearness,427,320,853,640
1714677427.871227,1714677427.871227,0.0,sports ball,224,435,424,637,34.492719411849976,Nearness,427,320,853,640
1714677427.952235,1714677427.952235,0.0,sports ball,227,453,424,647,34.57372736930847,Nearness,427,320,853,640
1714677428.0244355,1714677428.0244355,0.0,sports ball,226,453,424,647,34.64592790603638,Nearness,427,320,853,640
1714677428.096434,1714677428.096434,0.0,sports ball,228,464,427,659,34.71792650222778,center,427,320,853,640
1714677428.1769428,1714677428.1769428,0.0,sports ball,228,464,427,659,34.79843521118164,center,427,320,853,640
1714677428.248994,1714677428.248994,0.0,sports ball,233,449,431,654,34.87048649787903,center,427,320,853,640
1714677428.321082,1714677428.321082,0.0,sports ball,233,449,431,653,34.9425745010376,center,427,320,853,640
1714677428.399926,1714677428.399926,0.0,sports ball,235,431,439,637,35.02141833305359,center,427,320,853,640
1714677428.4758983,1714677428.4758983,0.0,sports ball,235,431,439,636,35.09739065170288,center,427,320,853,640
1714677428.5510204,1714677428.5510204,0.0,sports ball,239,420,442,619,35.1725127696991,center,427,320,853,640
1714677428.6222072,1714677428.6222072,0.0,sports ball,239,420,442,619,35.24369955062866,center,427,320,853,640
1714677428.6977727,1714677428.6977727,0.0,sports ball,242,411,445,611,35.31926512718201,center,427,320,853,640
1714677428.7730565,1714677428.7730565,0.0,sports ball,242,411,445,611,35.39454889297485,center,427,320,853,640
1714677428.8461757,1714677428.8461757,0.0,sports ball,247,402,447,603,35.46766805648804,center,427,320,853,640
1714677428.921805,1714677428.921805,0.0,sports ball,247,402,447,603,35.543297290802,center,427,320,853,640
1714677428.9927711,1714677428.9927711,0.0,sports ball,251,400,448,601,35.6142635345459,center,427,320,853,640
1714677429.0652897,1714677429.0652897,0.0,sports ball,251,400,448,601,35.686782121658325,center,427,320,853,640
1714677429.1473715,1714677429.1473715,0.0,sports ball,256,400,452,601,35.768863916397095,center,427,320,853,640
1714677429.2237215,1714677429.2237215,0.0,sports ball,256,400,452,601,35.845213890075684,center,427,320,853,640
1714677429.2988422,1714677429.2988422,0.0,sports ball,259,402,453,602,35.920334577560425,center,427,320,853,640
1714677429.370976,1714677429.370976,0.0,sports ball,259,402,454,602,35.99246835708618,center,427,320,853,640
1714677429.445002,1714677429.445002,0.0,sports ball,262,410,456,606,36.06649446487427,center,427,320,853,640
1714677429.5237987,1714677429.5237987,0.0,sports ball,262,410,456,606,36.1452910900116,center,427,320,853,640
1714677429.598339,1714677429.598339,0.0,sports ball,266,421,460,615,36.219831466674805,center,427,320,853,640
1714677429.6703367,1714677429.6703367,0.0,sports ball,266,421,460,615,36.291829109191895,center,427,320,853,640
1714677429.745936,1714677429.745936,0.0,sports ball,271,433,463,638,36.36742830276489,center,427,320,853,640
1714677429.8162591,1714677429.8162591,0.0,sports ball,271,433,463,638,36.43775153160095,center,427,320,853,640
1714677429.8883579,1714677429.8883579,0.0,sports ball,275,449,465,644,36.50985026359558,center,427,320,853,640
1714677429.9686635,1714677429.9686635,0.0,sports ball,275,449,465,644,36.590155839920044,center,427,320,853,640
1714677430.0414536,1714677430.0414536,0.0,sports ball,279,451,470,643,36.66294598579407,center,427,320,853,640
1714677430.11312,1714677430.11312,0.0,sports ball,279,451,470,643,36.734612464904785,center,427,320,853,640
1714677430.1883786,1714677430.1883786,0.0,sports ball,282,443,474,637,36.80987095832825,center,427,320,853,640
1714677430.2598948,1714677430.2598948,0.0,sports ball,282,443,473,637,36.88138723373413,center,427,320,853,640
1714677430.3401847,1714677430.3401847,0.0,sports ball,283,425,477,612,36.96167707443237,center,427,320,853,640
1714677430.4149108,1714677430.4149108,0.0,sports ball,284,425,477,612,37.0364031791687,center,427,320,853,640
1714677430.4904554,1714677430.4904554,0.0,sports ball,288,415,480,606,37.111947774887085,center,427,320,853,640
1714677430.5673497,1714677430.5673497,0.0,sports ball,288,415,480,606,37.18884205818176,center,427,320,853,640
1714677430.6397824,1714677430.6397824,0.0,sports ball,292,407,485,597,37.26127481460571,center,427,320,853,640
1714677430.712515,1714677430.712515,0.0,sports ball,292,407,485,598,37.33400750160217,center,427,320,853,640
1714677430.7856092,1714677430.7856092,0.0,sports ball,295,402,488,594,37.40710163116455,center,427,320,853,640
1714677430.8651412,1714677430.8651412,0.0,sports ball,295,402,488,594,37.48663353919983,center,427,320,853,640
1714677430.931082,1714677430.931082,0.0,sports ball,298,401,490,593,37.55257439613342,center,427,320,853,640
1714677431.0121367,1714677431.0121367,0.0,sports ball,298,401,490,593,37.63362908363342,center,427,320,853,640
1714677431.088818,1714677431.088818,0.0,sports ball,303,403,494,593,37.71031045913696,center,427,320,853,640
1714677431.1591477,1714677431.1591477,0.0,sports ball,303,403,494,593,37.78064012527466,center,427,320,853,640
1714677431.2377348,1714677431.2377348,0.0,sports ball,307,411,496,599,37.85922718048096,center,427,320,853,640
1714677431.3107011,1714677431.3107011,0.0,sports ball,307,411,496,599,37.93219351768494,center,427,320,853,640
1714677431.3824415,1714677431.3824415,0.0,sports ball,311,419,501,608,38.003933906555176,center,427,320,853,640
1714677431.455384,1714677431.455384,0.0,sports ball,311,419,501,608,38.076876401901245,center,427,320,853,640
1714677431.532096,1714677431.532096,0.0,sports ball,315,430,503,623,38.15358829498291,center,427,320,853,640
1714677431.6014702,1714677431.6014702,0.0,sports ball,315,430,503,623,38.222962617874146,center,427,320,853,640
1714677431.6846366,1714677431.6846366,0.0,sports ball,317,448,506,635,38.30612897872925,center,427,320,853,640
1714677431.755909,1714677431.755909,0.0,sports ball,317,448,506,635,38.37740135192871,center,427,320,853,640
1714677431.8292325,1714677431.8292325,0.0,sports ball,321,447,511,634,38.450724840164185,center,427,320,853,640
1714677431.9092221,1714677431.9092221,0.0,sports ball,321,447,511,634,38.53071451187134,center,427,320,853,640
1714677431.9899578,1714677431.9899578,0.0,sports ball,323,432,513,627,38.6114501953125,center,427,320,853,640
1714677432.0641787,1714677432.0641787,0.0,sports ball,323,432,513,627,38.68567109107971,center,427,320,853,640
1714677432.1450176,1714677432.1450176,0.0,sports ball,326,422,514,607,38.766510009765625,center,427,320,853,640
1714677432.2170682,1714677432.2170682,0.0,sports ball,325,422,514,607,38.838560581207275,center,427,320,853,640
1714677432.3013988,1714677432.3013988,0.0,sports ball,328,414,517,599,38.92289113998413,center,427,320,853,640
1714677432.3786364,1714677432.3786364,0.0,sports ball,328,414,517,599,39.000128746032715,center,427,320,853,640
1714677432.451416,1714677432.451416,0.0,sports ball,334,408,520,596,39.07290840148926,center,427,320,853,640
1714677432.524943,1714677432.524943,0.0,sports ball,333,408,520,596,39.146435499191284,center,427,320,853,640
1714677432.605212,1714677432.605212,0.0,sports ball,336,405,524,594,39.226704359054565,center,427,320,853,640
1714677432.687487,1714677432.687487,0.0,sports ball,336,405,524,595,39.30897927284241,center,427,320,853,640
1714677432.7606401,1714677432.7606401,0.0,sports ball,337,406,530,595,39.3821325302124,center,427,320,853,640
1714677432.8424795,1714677432.8424795,0.0,sports ball,337,406,529,595,39.463971853256226,center,427,320,853,640
1714677432.922841,1714677432.922841,0.0,sports ball,343,409,534,597,39.54433345794678,center,427,320,853,640
1714677432.995165,1714677432.995165,0.0,sports ball,343,409,534,597,39.61665749549866,center,427,320,853,640
1714677433.0833747,1714677433.0833747,0.0,sports ball,348,417,535,603,39.704867124557495,center,427,320,853,640
1714677433.1640077,1714677433.1640077,0.0,sports ball,348,417,535,604,39.785500049591064,center,427,320,853,640
1714677433.2447343,1714677433.2447343,0.0,sports ball,352,427,538,613,39.86622667312622,center,427,320,853,640
1714677433.3330448,1714677433.3330448,0.0,sports ball,352,427,538,613,39.95453715324402,center,427,320,853,640
1714677433.4139063,1714677433.4139063,0.0,sports ball,354,444,545,629,40.035398721694946,center,427,320,853,640
1714677433.495828,1714677433.495828,0.0,sports ball,354,444,546,629,40.11732029914856,center,427,320,853,640
1714677433.5759256,1714677433.5759256,0.0,sports ball,358,444,548,629,40.197417974472046,center,427,320,853,640
1714677433.6558883,1714677433.6558883,0.0,sports ball,359,444,548,629,40.27738070487976,center,427,320,853,640
1714677433.7289395,1714677433.7289395,0.0,sports ball,362,429,550,623,40.3504319190979,center,427,320,853,640
1714677433.8100398,1714677433.8100398,0.0,sports ball,363,429,550,623,40.43153214454651,center,427,320,853,640
1714677434.345498,1714677434.345498,0.0,sports ball,376,410,567,598,40.96699047088623,center,427,320,853,640
1714677434.426418,1714677434.426418,0.0,sports ball,376,410,567,598,41.04791045188904,center,427,320,853,640
1714677434.500113,1714677434.500113,0.0,sports ball,383,413,571,600,41.12160539627075,center,427,320,853,640
1714677434.5793626,1714677434.5793626,0.0,sports ball,383,413,571,600,41.200855016708374,center,427,320,853,640
1714677434.6564353,1714677434.6564353,0.0,sports ball,385,419,575,606,41.27792763710022,center,427,320,853,640
1714677434.7288125,1714677434.7288125,0.0,sports ball,385,419,575,606,41.35030484199524,center,427,320,853,640
1714677434.8121321,1714677434.8121321,0.0,sports ball,388,428,576,614,41.433624505996704,center,427,320,853,640
1714677434.8889403,1714677434.8889403,0.0,sports ball,388,428,576,614,41.510432720184326,center,427,320,853,640
1714677434.9655993,1714677434.9655993,0.0,sports ball,393,441,578,624,41.58709168434143,center,427,320,853,640
1714677435.0592148,1714677435.0592148,0.0,sports ball,393,441,578,624,41.68070721626282,center,427,320,853,640
1714677435.144921,1714677435.144921,0.0,sports ball,396,445,582,625,41.76641345024109,center,427,320,853,640
1714677435.2275002,1714677435.2275002,0.0,sports ball,396,445,582,625,41.848992586135864,center,427,320,853,640
1714677435.324235,1714677435.324235,0.0,sports ball,400,433,584,623,41.94572734832764,center,427,320,853,640
1714677435.4128628,1714677435.4128628,0.0,sports ball,400,433,584,623,42.03435516357422,center,427,320,853,640
1714677435.5054564,1714677435.5054564,0.0,sports ball,402,424,585,617,42.126948833465576,center,427,320,853,640
1714677435.5950396,1714677435.5950396,0.0,sports ball,402,424,585,617,42.21653199195862,center,427,320,853,640
1714677435.6768746,1714677435.6768746,0.0,sports ball,408,418,592,604,42.29836702346802,center,427,320,853,640
1714677435.7489269,1714677435.7489269,0.0,sports ball,408,418,592,604,42.37041926383972,center,427,320,853,640
1714677435.8256822,1714677435.8256822,0.0,sports ball,413,416,598,601,42.44717454910278,center,427,320,853,640
1714677435.8977757,1714677435.8977757,0.0,sports ball,413,416,597,601,42.51926803588867,center,427,320,853,640
1714677435.9621193,1714677435.9621193,0.0,sports ball,417,416,603,601,42.583611726760864,center,427,320,853,640
1714677436.0429032,1714677436.0429032,0.0,sports ball,416,416,603,601,42.664395570755005,center,427,320,853,640
1714677436.1146624,1714677436.1146624,0.0,sports ball,419,417,606,601,42.73615479469299,center,427,320,853,640
1714677436.1887457,1714677436.1887457,0.0,sports ball,419,418,606,601,42.81023812294006,center,427,320,853,640
1714677436.2607868,1714677436.2607868,0.0,sports ball,423,424,611,608,42.88227915763855,center,427,320,853,640
1714677436.3413,1714677436.3413,0.0,sports ball,423,424,611,608,42.96279239654541,center,427,320,853,640
1714677436.4057128,1714677436.4057128,0.0,sports ball,428,431,615,621,43.02720522880554,center,427,320,853,640
1714677436.4702492,1714677436.4702492,0.0,sports ball,428,431,615,621,43.09174156188965,center,427,320,853,640
1714677436.5502658,1714677436.5502658,0.0,sports ball,432,444,620,626,43.17175817489624,center,427,320,853,640
1714677436.6227834,1714677436.6227834,0.0,sports ball,432,444,620,626,43.24427580833435,center,427,320,853,640
1714677436.7032452,1714677436.7032452,0.0,sports ball,435,444,623,627,43.324737548828125,center,427,320,853,640
1714677436.775297,1714677436.775297,0.0,sports ball,435,444,623,627,43.39678931236267,center,427,320,853,640
1714677436.8483868,1714677436.8483868,0.0,sports ball,442,434,629,624,43.469879150390625,center,427,320,853,640
1714677436.9204388,1714677436.9204388,0.0,sports ball,442,434,629,624,43.54193115234375,center,427,320,853,640
1714677436.9930682,1714677436.9930682,0.0,sports ball,445,426,632,615,43.61456060409546,center,427,320,853,640
1714677437.074187,1714677437.074187,0.0,sports ball,445,426,632,614,43.69567942619324,center,427,320,853,640
1714677437.151053,1714677437.151053,0.0,sports ball,448,420,637,601,43.772545337677,center,427,320,853,640
1714677437.2214797,1714677437.2214797,0.0,sports ball,448,420,637,601,43.84297204017639,center,427,320,853,640
1714677437.2999778,1714677437.2999778,0.0,sports ball,452,419,640,601,43.921470165252686,center,427,320,853,640
1714677437.3760676,1714677437.3760676,0.0,sports ball,451,419,640,601,43.997560024261475,center,427,320,853,640
1714677437.4515967,1714677437.4515967,0.0,sports ball,457,420,642,601,44.07308912277222,center,427,320,853,640
1714677437.5219243,1714677437.5219243,0.0,sports ball,457,420,642,601,44.1434166431427,center,427,320,853,640
1714677437.6001775,1714677437.6001775,0.0,sports ball,463,424,644,608,44.22166991233826,center,427,320,853,640
1714677437.6746366,1714677437.6746366,0.0,sports ball,463,423,645,608,44.29612898826599,center,427,320,853,640
1714677437.747014,1714677437.747014,0.0,sports ball,465,430,650,619,44.36850643157959,center,427,320,853,640
1714677437.8203418,1714677437.8203418,0.0,sports ball,465,430,649,619,44.44183421134949,center,427,320,853,640
1714677437.8893158,1714677437.8893158,0.0,sports ball,470,443,653,626,44.51080822944641,center,427,320,853,640
1714677437.9677212,1714677437.9677212,0.0,sports ball,470,443,653,626,44.589213609695435,center,427,320,853,640
1714677438.042174,1714677438.042174,0.0,sports ball,474,444,656,627,44.66366648674011,center,427,320,853,640
1714677438.1152253,1714677438.1152253,0.0,sports ball,474,444,656,627,44.73671770095825,center,427,320,853,640
1714677438.191754,1714677438.191754,0.0,sports ball,479,434,660,625,44.81324648857117,center,427,320,853,640
1714677438.2646172,1714677438.2646172,0.0,sports ball,479,434,660,625,44.886109590530396,center,427,320,853,640
1714677438.341171,1714677438.341171,0.0,sports ball,480,428,666,617,44.962663412094116,center,427,320,853,640
1714677438.416199,1714677438.416199,0.0,sports ball,480,427,666,617,45.03769135475159,center,427,320,853,640
1714677438.491105,1714677438.491105,0.0,sports ball,487,422,674,607,45.11259746551514,center,427,320,853,640
1714677438.5567825,1714677438.5567825,0.0,sports ball,487,422,674,607,45.17827486991882,center,427,320,853,640
1714677438.6366675,1714677438.6366675,0.0,sports ball,492,420,676,607,45.25815987586975,center,427,320,853,640
1714677438.9258554,1714677438.9258554,0.0,sports ball,498,429,687,616,45.54734778404236,center,427,320,853,640
1714677439.004027,1714677439.004027,0.0,sports ball,498,429,687,616,45.62551927566528,center,427,320,853,640
1714677439.078071,1714677439.078071,0.0,sports ball,506,438,691,627,45.69956350326538,center,427,320,853,640
1714677439.1501837,1714677439.1501837,0.0,sports ball,506,438,691,627,45.7716760635376,center,427,320,853,640
1714677439.225815,1714677439.225815,0.0,sports ball,509,446,694,628,45.847307443618774,center,427,320,853,640
1714677439.2989852,1714677439.2989852,0.0,sports ball,509,446,694,628,45.920477628707886,center,427,320,853,640
1714677439.3726976,1714677439.3726976,0.0,sports ball,514,443,700,628,45.994189977645874,center,427,320,853,640
1714677439.442101,1714677439.442101,0.0,sports ball,514,442,699,628,46.06359338760376,center,427,320,853,640
1714677439.5229793,1714677439.5229793,0.0,sports ball,517,433,704,626,46.144471645355225,center,427,320,853,640
1714677439.5961509,1714677439.5961509,0.0,sports ball,517,434,704,626,46.21764326095581,center,427,320,853,640
1714677439.6720397,1714677439.6720397,0.0,sports ball,522,429,705,616,46.29353213310242,center,427,320,853,640
1714677439.7430477,1714677439.7430477,0.0,sports ball,522,429,705,616,46.364540100097656,center,427,320,853,640
1714677439.8208852,1714677439.8208852,0.0,sports ball,527,428,707,614,46.44237756729126,center,427,320,853,640
1714677439.8889701,1714677439.8889701,0.0,sports ball,527,428,707,614,46.510462522506714,center,427,320,853,640
1714677439.9700875,1714677439.9700875,0.0,sports ball,529,429,710,614,46.59157991409302,center,427,320,853,640
1714677440.0416121,1714677440.0416121,0.0,sports ball,529,428,710,614,46.66310453414917,center,427,320,853,640
1714677440.1193554,1714677440.1193554,0.0,sports ball,533,432,716,619,46.74084782600403,center,427,320,853,640
1714677440.1946409,1714677440.1946409,0.0,sports ball,533,432,716,619,46.81613326072693,center,427,320,853,640
1714677440.2676997,1714677440.2676997,0.0,sports ball,536,440,720,628,46.8891921043396,center,427,320,853,640
1714677440.3407283,1714677440.3407283,0.0,sports ball,536,440,720,628,46.962220668792725,center,427,320,853,640
1714677440.4215333,1714677440.4215333,0.0,sports ball,539,445,726,631,47.043025732040405,center,427,320,853,640
1714677440.49488,1714677440.49488,0.0,sports ball,539,446,727,632,47.11637234687805,center,427,320,853,640
1714677440.5680463,1714677440.5680463,0.0,sports ball,544,445,733,631,47.1895387172699,center,427,320,853,640
1714677440.6404603,1714677440.6404603,0.0,sports ball,544,445,733,631,47.2619526386261,center,427,320,853,640
1714677440.722333,1714677440.722333,0.0,sports ball,549,436,736,629,47.343825340270996,center,427,320,853,640
1714677440.7917573,1714677440.7917573,0.0,sports ball,548,436,736,629,47.41324973106384,center,427,320,853,640
1714677440.8676178,1714677440.8676178,0.0,sports ball,553,431,742,625,47.489110231399536,center,427,320,853,640
1714677440.9426017,1714677440.9426017,0.0,sports ball,553,431,742,625,47.56409406661987,center,427,320,853,640
1714677441.0112917,1714677441.0112917,0.0,sports ball,558,429,746,624,47.63278412818909,center,427,320,853,640
1714677441.083306,1714677441.083306,0.0,sports ball,558,429,746,624,47.704798460006714,center,427,320,853,640
1714677441.157908,1714677441.157908,0.0,sports ball,561,430,751,625,47.77940034866333,center,427,320,853,640
1714677441.2375255,1714677441.2375255,0.0,sports ball,561,430,751,625,47.859017848968506,center,427,320,853,640
1714677441.3039618,1714677441.3039618,0.0,sports ball,570,436,756,628,47.92545413970947,center,427,320,853,640
1714677441.3835857,1714677441.3835857,0.0,sports ball,570,436,756,628,48.005078077316284,center,427,320,853,640
1714677441.458812,1714677441.458812,0.0,sports ball,574,443,759,633,48.08030438423157,center,427,320,853,640
1714677441.5317886,1714677441.5317886,0.0,sports ball,574,443,759,633,48.15328097343445,center,427,320,853,640
1714677441.6047163,1714677441.6047163,0.0,sports ball,577,445,764,634,48.22620868682861,center,427,320,853,640
1714677441.6850095,1714677441.6850095,0.0,sports ball,577,445,764,634,48.30650186538696,center,427,320,853,640
1714677441.7561584,1714677441.7561584,0.0,sports ball,582,443,769,633,48.37765073776245,center,427,320,853,640
1714677441.8296783,1714677441.8296783,0.0,sports ball,582,443,769,633,48.451170682907104,center,427,320,853,640
1714677441.9107006,1714677441.9107006,0.0,sports ball,588,437,772,629,48.53219294548035,center,427,320,853,640
1714677441.9821959,1714677441.9821959,0.0,sports ball,588,437,771,629,48.60368824005127,center,427,320,853,640
1714677442.0596395,1714677442.0596395,0.0,sports ball,592,435,775,628,48.6811318397522,center,427,320,853,640
1714677442.135987,1714677442.135987,0.0,sports ball,592,435,775,628,48.757479429244995,center,427,320,853,640
1714677442.2087548,1714677442.2087548,0.0,sports ball,596,435,781,629,48.83024716377258,center,427,320,853,640
1714677442.2815146,1714677442.2815146,0.0,sports ball,596,435,781,629,48.90300703048706,center,427,320,853,640
1714677442.353723,1714677442.353723,0.0,sports ball,601,440,786,631,48.975215435028076,center,427,320,853,640
1714677442.4344058,1714677442.4344058,0.0,sports ball,601,440,786,631,49.05589818954468,center,427,320,853,640
1714677442.5103884,1714677442.5103884,0.0,sports ball,605,447,791,638,49.13188076019287,center,427,320,853,640
1714677442.5804157,1714677442.5804157,0.0,sports ball,605,447,791,638,49.201908111572266,center,427,320,853,640
1714677442.65661,1714677442.65661,0.0,sports ball,609,449,797,638,49.2781023979187,center,427,320,853,640
1714677442.7275572,1714677442.7275572,0.0,sports ball,609,449,797,639,49.34904956817627,center,427,320,853,640
1714677442.80092,1714677442.80092,0.0,sports ball,614,446,800,638,49.422412395477295,center,427,320,853,640
1714677442.8724375,1714677442.8724375,0.0,sports ball,614,447,800,638,49.493929862976074,center,427,320,853,640
1714677442.9559908,1714677442.9559908,0.0,sports ball,619,442,804,636,49.57748317718506,center,427,320,853,640
1714677443.0264833,1714677443.0264833,0.0,sports ball,619,442,804,636,49.64797568321228,center,427,320,853,640
1714677443.0998383,1714677443.0998383,0.0,sports ball,622,440,808,636,49.721330642700195,center,427,320,853,640
1714677443.165459,1714677443.165459,0.0,sports ball,622,439,808,636,49.786951303482056,center,427,320,853,640
1714677443.2473483,1714677443.2473483,0.0,sports ball,626,438,814,635,49.86884069442749,center,427,320,853,640
1714677443.3183053,1714677443.3183053,0.0,sports ball,626,437,814,636,49.9397976398468,center,427,320,853,640
1714677443.3911657,1714677443.3911657,0.0,sports ball,634,443,821,638,50.01265811920166,center,427,320,853,640
1714677443.4716005,1714677443.4716005,0.0,sports ball,634,443,821,638,50.093092918395996,center,427,320,853,640
1714677443.543962,1714677443.543962,0.0,sports ball,637,450,829,641,50.165454387664795,center,427,320,853,640
1714677443.6170483,1714677443.6170483,0.0,sports ball,637,450,829,641,50.23854064941406,center,427,320,853,640
1714677443.6894743,1714677443.6894743,0.0,sports ball,643,452,834,642,50.3109667301178,center,427,320,853,640
1714677443.7625802,1714677443.7625802,0.0,sports ball,643,452,834,642,50.38407254219055,center,427,320,853,640
1714677443.843003,1714677443.843003,0.0,sports ball,650,449,835,642,50.46449542045593,center,427,320,853,640
1714677443.9166827,1714677443.9166827,0.0,sports ball,650,449,835,642,50.538175106048584,center,427,320,853,640
1714677443.9889839,1714677443.9889839,0.0,sports ball,653,446,839,640,50.61047625541687,center,427,320,853,640
1714677444.0625732,1714677444.0625732,0.0,sports ball,653,446,839,640,50.68406558036804,center,427,320,853,640
1714677444.1370602,1714677444.1370602,0.0,sports ball,660,446,845,640,50.75855255126953,center,427,320,853,640
1714677444.2072647,1714677444.2072647,0.0,sports ball,660,446,846,640,50.8287570476532,center,427,320,853,640
1714677444.2799757,1714677444.2799757,0.0,sports ball,665,446,850,640,50.90146803855896,center,427,320,853,640
1714677444.3599699,1714677444.3599699,0.0,sports ball,664,446,849,640,50.981462240219116,center,427,320,853,640
1714677444.4323642,1714677444.4323642,0.0,sports ball,669,450,858,642,51.05385661125183,center,427,320,853,640
1714677444.5050073,1714677444.5050073,0.0,sports ball,669,450,858,642,51.12649965286255,center,427,320,853,640
1714677444.585762,1714677444.585762,0.0,sports ball,672,455,864,645,51.20725440979004,center,427,320,853,640
1714677444.6591592,1714677444.6591592,0.0,sports ball,672,455,864,645,51.280651569366455,center,427,320,853,640
1714677444.7371733,1714677444.7371733,0.0,sports ball,677,455,866,646,51.35866570472717,center,427,320,853,640
1714677444.8119802,1714677444.8119802,0.0,sports ball,677,455,866,646,51.433472633361816,center,427,320,853,640
1714677444.884472,1714677444.884472,0.0,sports ball,683,451,872,646,51.505964279174805,center,427,320,853,640
1714677444.955276,1714677444.955276,0.0,sports ball,683,451,872,646,51.57676839828491,center,427,320,853,640
1714677445.0333557,1714677445.0333557,0.0,sports ball,687,449,879,645,51.65484809875488,center,427,320,853,640
1714677445.1058455,1714677445.1058455,0.0,sports ball,687,449,879,645,51.72733783721924,center,427,320,853,640
1714677445.223268,1714677445.223268,0.0,sports ball,692,449,887,647,51.84476041793823,center,427,320,853,640
1714677445.2992828,1714677445.2992828,0.0,sports ball,692,449,887,647,51.920775175094604,center,427,320,853,640
1714677445.3723752,1714677445.3723752,0.0,sports ball,699,452,894,648,51.99386763572693,center,427,320,853,640
1714677445.443715,1714677445.443715,0.0,sports ball,699,452,894,647,52.06520748138428,center,427,320,853,640
1714677445.5237129,1714677445.5237129,0.0,sports ball,704,457,898,650,52.14520525932312,center,427,320,853,640
1714677445.5959516,1714677445.5959516,0.0,sports ball,704,457,898,650,52.21744394302368,center,427,320,853,640
1714677445.6695807,1714677445.6695807,0.0,sports ball,712,459,899,650,52.29107308387756,center,427,320,853,640
1714677445.7417548,1714677445.7417548,0.0,sports ball,712,459,899,650,52.36324715614319,center,427,320,853,640
1714677445.8150966,1714677445.8150966,0.0,sports ball,716,455,907,652,52.43658900260925,center,427,320,853,640
1714677445.894131,1714677445.894131,0.0,sports ball,716,455,907,652,52.515623331069946,center,427,320,853,640
1714677445.9601128,1714677445.9601128,0.0,sports ball,720,452,912,652,52.581605195999146,center,427,320,853,640
1714677446.040825,1714677446.040825,0.0,sports ball,720,452,912,652,52.66231727600098,center,427,320,853,640
1714677446.114251,1714677446.114251,0.0,sports ball,726,452,922,653,52.735743284225464,center,427,320,853,640
1714677446.1889174,1714677446.1889174,0.0,sports ball,726,453,921,653,52.81040978431702,center,427,320,853,640
1714677446.2587159,1714677446.2587159,0.0,sports ball,731,454,927,655,52.880208253860474,center,427,320,853,640
1714677446.3329217,1714677446.3329217,0.0,sports ball,731,454,927,655,52.9544141292572,center,427,320,853,640
1714677446.405021,1714677446.405021,0.0,sports ball,735,459,929,657,53.02651333808899,center,427,320,853,640
1714677446.4772086,1714677446.4772086,0.0,sports ball,735,459,929,657,53.09870100021362,center,427,320,853,640
1714677446.5872116,1714677446.5872116,0.0,sports ball,741,462,934,658,53.20870399475098,center,427,320,853,640
1714677446.6612604,1714677446.6612604,0.0,sports ball,741,462,934,658,53.28275275230408,center,427,320,853,640
1714677446.736761,1714677446.736761,0.0,sports ball,747,460,942,658,53.358253479003906,center,427,320,853,640
1714677446.8099816,1714677446.8099816,0.0,sports ball,747,459,942,659,53.43147397041321,center,427,320,853,640
